episode,timestep,reward
2399,1200000,-80.5905
2401,1201000,-82.1167
2403,1202000,-78.0711
2405,1203000,-80.8123
2407,1204000,-80.0656
2409,1205000,-78.8287
2411,1206000,-78.1237
2413,1207000,-79.445
2415,1208000,-77.4053
2417,1209000,-77.9795
2419,1210000,-79.647
2421,1211000,-78.6587
2423,1212000,-79.8466
2425,1213000,-78.7824
2427,1214000,-80.4534
2429,1215000,-78.36
2431,1216000,-79.5391
2433,1217000,-78.8892
2435,1218000,-79.6812
2437,1219000,-76.222
2439,1220000,-77.4755
2441,1221000,-84.1114
2443,1222000,-77.9997
2445,1223000,-78.5662
2447,1224000,-78.3456
2449,1225000,-76.1237
2451,1226000,-84.4107
2453,1227000,-80.9046
2455,1228000,-79.0162
2457,1229000,-76.404
2459,1230000,-79.3646
2461,1231000,-79.1673
2463,1232000,-79.6618
2465,1233000,-78.333
2467,1234000,-77.9058
2469,1235000,-78.1861
2471,1236000,-77.8486
2473,1237000,-78.6279
2475,1238000,-80.1533
2477,1239000,-78.7127
2479,1240000,-78.0329
2481,1241000,-76.9889
2483,1242000,-77.2428
2485,1243000,-77.1251
2487,1244000,-77.5324
2489,1245000,-77.9843
2491,1246000,-79.2714
2493,1247000,-77.2105
2495,1248000,-77.1928
2497,1249000,-81.3475
2499,1250000,-76.3535
2501,1251000,-76.6562
2503,1252000,-76.3867
2505,1253000,-80.6567
2507,1254000,-77.5836
2509,1255000,-77.1602
2511,1256000,-79.1819
2513,1257000,-79.6341
2515,1258000,-77.6683
2517,1259000,-77.9923
2519,1260000,-78.044
2521,1261000,-80.5303
2523,1262000,-81.4657
2525,1263000,-77.8198
2527,1264000,-79.1914
2529,1265000,-80.2316
2531,1266000,-79.0196
2533,1267000,-80.118
2535,1268000,-83.1616
2537,1269000,-83.0927
2539,1270000,-76.7276
2541,1271000,-83.7276
2543,1272000,-85.2561
2545,1273000,-81.486
2547,1274000,-78.6654
2549,1275000,-79.0223
2551,1276000,-80.1352
2553,1277000,-80.5924
2555,1278000,-79.2289
2557,1279000,-79.8754
2559,1280000,-77.8329
2561,1281000,-78.1332
2563,1282000,-77.2443
2565,1283000,-78.1851
2567,1284000,-78.39
2569,1285000,-78.7169
2571,1286000,-81.1458
2573,1287000,-79.7262
2575,1288000,-84.9131
2577,1289000,-80.7635
2579,1290000,-81.7018
2581,1291000,-84.1427
2583,1292000,-85.0187
2585,1293000,-83.4234
2587,1294000,-81.1013
2589,1295000,-81.4691
2591,1296000,-78.4824
2593,1297000,-79.0178
2595,1298000,-79.8097
2597,1299000,-80.1477
2599,1300000,-78.0184
2601,1301000,-76.8404
2603,1302000,-81.2045
2605,1303000,-80.7672
2607,1304000,-79.7931
2609,1305000,-79.1641
2611,1306000,-80.8222
2613,1307000,-77.9722
2615,1308000,-79.2636
2617,1309000,-83.1135
2619,1310000,-84.5787
2621,1311000,-78.8428
2623,1312000,-81.157
2625,1313000,-85.6221
2627,1314000,-82.5474
2629,1315000,-80.848
2631,1316000,-82.1927
2633,1317000,-82.7279
2635,1318000,-79.2582
2637,1319000,-84.5099
2639,1320000,-78.4479
2641,1321000,-79.7567
2643,1322000,-82.1891
2645,1323000,-80.4388
2647,1324000,-82.4736
2649,1325000,-82.5799
2651,1326000,-82.472
2653,1327000,-80.7268
2655,1328000,-79.5295
2657,1329000,-78.8587
2659,1330000,-81.8206
2661,1331000,-81.9671
2663,1332000,-80.6899
2665,1333000,-81.045
2667,1334000,-83.3856
2669,1335000,-84.7756
2671,1336000,-84.4394
2673,1337000,-80.1372
2675,1338000,-82.6886
2677,1339000,-77.8031
2679,1340000,-79.1627
2681,1341000,-78.0438
2683,1342000,-78.723
2685,1343000,-80.9485
2687,1344000,-77.8393
2689,1345000,-78.4522
2691,1346000,-82.0593
2693,1347000,-76.7612
2695,1348000,-78.1172
2697,1349000,-79.3938
2699,1350000,-81.4869
2701,1351000,-81.6099
2703,1352000,-80.2708
2705,1353000,-79.2757
2707,1354000,-80.8996
2709,1355000,-79.8945
2711,1356000,-81.3605
2713,1357000,-79.4937
2715,1358000,-84.1198
2717,1359000,-77.864
2719,1360000,-80.3008
2721,1361000,-81.6658
2723,1362000,-89.6132
2725,1363000,-79.7571
2727,1364000,-81.474
2729,1365000,-86.2058
2731,1366000,-81.6963
2733,1367000,-90.3627
2735,1368000,-85.3191
2737,1369000,-83.65
2739,1370000,-87.8013
2741,1371000,-86.629
2743,1372000,-90.0906
2745,1373000,-83.392
2747,1374000,-87.8625
2749,1375000,-82.8551
2751,1376000,-85.8283
2753,1377000,-82.26
2755,1378000,-82.3626
2757,1379000,-80.4792
2759,1380000,-85.2335
2761,1381000,-81.361
2763,1382000,-83.5374
2765,1383000,-81.5465
2767,1384000,-82.3471
2769,1385000,-81.7454
2771,1386000,-82.0185
2773,1387000,-84.4486
2775,1388000,-83.2915
2777,1389000,-79.1854
2779,1390000,-81.2909
2781,1391000,-79.7566
2783,1392000,-80.2061
2785,1393000,-80.1353
2787,1394000,-84.5584
2789,1395000,-81.5265
2791,1396000,-79.0634
2793,1397000,-82.5291
2795,1398000,-78.0257
2797,1399000,-82.9082
2799,1400000,-83.3242
2801,1401000,-80.0923
2803,1402000,-79.0494
2805,1403000,-80.0721
2807,1404000,-80.0773
2809,1405000,-81.5808
2811,1406000,-80.5757
2813,1407000,-83.5391
2815,1408000,-81.7147
2817,1409000,-79.5971
2819,1410000,-77.6091
2821,1411000,-79.8147
2823,1412000,-79.842
2825,1413000,-80.5943
2827,1414000,-77.7305
2829,1415000,-78.6039
2831,1416000,-80.9259
2833,1417000,-78.6147
2835,1418000,-79.8804
2837,1419000,-78.4725
2839,1420000,-80.7252
2841,1421000,-74.7665
2843,1422000,-78.8916
2845,1423000,-78.7401
2847,1424000,-77.477
2849,1425000,-74.5309
2851,1426000,-77.3088
2853,1427000,-77.8312
2855,1428000,-79.5374
2857,1429000,-77.333
2859,1430000,-78.6843
2861,1431000,-80.4256
2863,1432000,-79.4465
2865,1433000,-78.7712
2867,1434000,-76.2128
2869,1435000,-78.2214
2871,1436000,-77.9967
2873,1437000,-77.5411
2875,1438000,-77.7333
2877,1439000,-79.1408
2879,1440000,-80.5051
2881,1441000,-78.9606
2883,1442000,-78.7975
2885,1443000,-79.9033
2887,1444000,-78.5138
2889,1445000,-78.8268
2891,1446000,-78.7322
2893,1447000,-78.3684
2895,1448000,-78.1486
2897,1449000,-77.7085
2899,1450000,-75.1262
2901,1451000,-80.3652
2903,1452000,-78.5535
2905,1453000,-80.7293
2907,1454000,-78.3402
2909,1455000,-77.097
2911,1456000,-76.9429
2913,1457000,-80.55
2915,1458000,-76.6862
2917,1459000,-80.5651
2919,1460000,-79.3953
2921,1461000,-78.0703
2923,1462000,-76.9003
2925,1463000,-76.1235
2927,1464000,-76.1268
2929,1465000,-75.4949
2931,1466000,-74.5383
2933,1467000,-75.5473
2935,1468000,-74.0249
2937,1469000,-77.118
2939,1470000,-80.2653
2941,1471000,-74.9575
2943,1472000,-79.6553
2945,1473000,-78.5472
2947,1474000,-78.5819
2949,1475000,-81.0217
2951,1476000,-78.2715
2953,1477000,-78.2992
2955,1478000,-77.854
2957,1479000,-77.7081
2959,1480000,-77.3147
2961,1481000,-80.0841
2963,1482000,-80.9951
2965,1483000,-79.2352
2967,1484000,-78.5779
2969,1485000,-79.456
2971,1486000,-78.8444
2973,1487000,-80.9436
2975,1488000,-78.1327
2977,1489000,-79.3486
2979,1490000,-79.4269
2981,1491000,-80.1404
2983,1492000,-81.6793
2985,1493000,-82.9935
2987,1494000,-80.0737
2989,1495000,-83.5155
2991,1496000,-78.4619
2993,1497000,-82.2541
2995,1498000,-79.9429
2997,1499000,-82.7406
2999,1500000,-84.8906
